ID,EN_NAME,GR_NAME,LINES,LAT,LONG
S248R,Velonades Vouloti,Βελονάδες Βουλωτή,"A11, A2, A3, A6",39.748772374923,19.717707854585
S245R,Kopsocheilades Junction,Διασταύρωση  Κοψοχειλάδων,"A11, A2, A3, A6",39.743810067735,19.721859873541
S002R,Customs,Τελωνείο,"A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A2, A3, A4, A5, A6, A7, A8, A9",39.625729337428,19.911718238752
S292,Roda Junction,Διασταύρωση Ρόδας,"A11, A2, A3, A8",39.782802329996,19.708760256564
S186R,Evgeniou,Ευγενίου,"A11, A2, A3, A8",39.784948055336,19.748439002463
S185R,Astrakeri Junction,Διασταύρωση Αστρακερής,"A11, A2, A3, A8",39.787042559387,19.750389983907
S184R,Agnou Junction,Διασταύρωση Άγνου,"A11, A2, A3, A8",39.786507788877,19.761515143815
S183R,Roda Karousades,Ρόδα Καρουσάδες,"A11, A2, A3, A8",39.785285865366,19.773298490817
S534,Roda (Pharmacy),Ρόδα (φαρμακείο),"A11, A2, A3, A8",39.786816275364,19.789917543219
S535,Roda (Traffic Lights),Ρόδα (φανάρια),"A11, A2, A3, A8",39.787497637682,19.789030361727
S181R,Roda Beach,Ρόδα παραλία,"A11, A2, A3, A8",39.791166549679,19.7866115988
S535R,Roda (Traffic Lights),Ρόδα (φανάρια),"A11, A2, A3, A8",39.787462599461,19.788886863545
S180R,Roda Junction,Ρόδα κόμβος,"A11, A15, A2, A3, A8",39.786057464823,19.789286519538
S179R,Sfakera 2,Σφακερά 2,"A11, A15, A2, A3, A8",39.779849157063,19.79075875883
S177R,Platonas Fragkaki,Πλάτωνας Φραγκάκη,"A11, A15, A17, A2, A3, A8",39.769620953585,19.776773216464
S176R,Platonas Kolokythi,Πλάτωνας Κολοκύθι,"A11, A15, A17, A2, A3, A8",39.767795482801,19.773040918387
S175R,Platonas Korovesi,Πλάτωνας Κοροβέση,"A11, A15, A17, A2, A3, A8",39.764853965104,19.770331089944
S174R,Platonas Barbati,Πλάτωνας Μπαρμπάτη,"A11, A15, A17, A2, A3, A8",39.761991726328,19.768422585819
S173R,Xanthates 2,Ξανθάτες 2,"A11, A15, A17, A2, A3, A8",39.75607450144,19.766899137234
S172R,Xanthates 1,Ξανθάτες 1,"A11, A15, A17, A2, A3, A8",39.755008963057,19.766103177204
S171R,Nymfon Junction,Διασταύρωση Νυμφών,"A11, A15, A17, A2, A3, A8",39.750695953173,19.770533459769
S170R,Episcopi,Επισκοπή,"A11, A15, A17, A2, A3, A8",39.749089888624,19.769159401512
S169R,Agioi Douloi Monastery,Άγιοι Δούλοι μοναστήρι,"A11, A15, A17, A2, A3, A8",39.747499646797,19.764893751696
S168R,Agioi Douloi 3,Άγιοι Δούλοι 3,"A11, A15, A17, A2, A3, A8",39.747151294989,19.756838802768
S167R,Agioi Douloi 2,Άγιοι Δούλοι 2,"A11, A15, A17, A2, A3, A8",39.745467739593,19.756281729548
S160R,Agioi Douloi 1,Άγιοι Δούλοι 1,"A11, A15, A17, A2, A3, A8",39.743622897806,19.755191323841
S159R,Rekini,Ρεκίνι,"A11, A15, A17, A2, A3, A8",39.740420875863,19.743767842495
S157R,Choroepiscopoi,Χοροεπισκόποι 2 (Διασταύρωση),"A11, A15, A17, A2, A3, A8",39.720909830523,19.74547030335
S156R,Choroepiscopoi 1,Χοροεπισκόποι 1,"A11, A15, A17, A2, A3, A8",39.719323561728,19.747305045767
S199,Agios Martinos,Άγιος Μαρτίνος,A3,39.78816942328,19.848663664677
S195,Costa Aquapark,Costa Aquapark,"A11, A3",39.796080409622,19.825362398622
S196,Tzoras Market,Tzoras Market,"A11, A3",39.801938041349,19.836191307252
S197,Almyros,Αλμυρός,"A11, A3",39.80574571214,19.845296471207
S293R,Agios Ioannis,Άγιος Ιωάννης,"A11, A3",39.785212076958,19.719118541345
S294R,Koursari,Κουρσάρη,"A11, A3",39.786215565918,19.722095247689
S239R,Stylia,Στύλια,"A11, A3",39.782653342897,19.736505316942
S240R,Mouti Stylia,Μούτη Στύλια,"A11, A3",39.785599697267,19.742470586193
S540,Avliotes Gas Station,Βενζινάδικο Αυλιωτών,"A11, A3, A8",39.770142316127,19.660720441921
S178,Sfakera 1,Σφακερά 1,"A17, A3",39.777028030292,19.786762009948
S194R,Costa Botanica,Costa Botanica,"A11, A3",39.795745806585,19.822690596897
S196R,Tzoras Market,Tzoras Market,"A11, A3",39.80197201123,19.836318530898
S195R,Costa Aquapark,Costa Aquapark,"A11, A3",39.796186766612,19.825337394608
S178R,Sfakera 1,Σφακερά 1,"A11, A15, A17, A3",39.776982330488,19.78661972596
S158R,Choroepiscopoi 3,Χοροεπισκόποι 3,"A11, A17, A3",39.721982834966,19.741583563925
S025,Tzavros Dassia,Τζάβρος Δασσιά,"A12, A13, A14, A15, A19, A4, A5",39.66009739949,19.839705841003
S026,Music High School,Μουσικό γυμνάσιο,"A12, A13, A14, A15, A19, A4, A5",39.662282977872,19.842777728659
S027,Dafnilas,Δαφνήλας,"A12, A13, A14, A15, A19, A4, A5",39.66678168211,19.843506564929
S030,Iolida Corfu Resort,Iolida Corfu Resort,"A12, A13, A14, A15, A19, A4, A5",39.6757659,19.839475
S031,Ikos Dassia,Ikos Δασσιά,"A12, A13, A14, A15, A19, A4, A5",39.67968610223,19.83675357
S032,Malibu Summer Beach,Malibu Summer Beach,"A12, A13, A14, A15, A19, A4, A5",39.682020058022,19.837681754107
S033,Katomeri Junction,Διασταύρωση Κατωμέρι,"A12, A13, A14, A15, A19, A4, A5",39.685074496137,19.837790269299
S034,Magiorou,Μαγκιόρου,"A12, A13, A14, A15, A19, A4, A5",39.68825782496,19.838516400285
S036,Asteria,Αστέρια,"A12, A13, A14, A15, A19, A4, A5",39.695128541273,19.837951935233
S037,City Hall,Δημαρχείο,"A12, A13, A14, A15, A19, A4, A5",39.697405675849,19.838376266222
S038,Ypsos Port,Λιμάνι Ύψου,"A12, A13, A14, A15, A19, A4, A5",39.703792217455,19.841946763331
S040,Plagia,Πλαγιά,"A12, A13, A14, A15, A19, A4, A5",39.706173664624,19.843537349707
S042,Old Agios Markos Junction,Διασταύρωση παλαιού Άγιου Μάρκου,"A12, A13, A14, A15, A19, A4, A5",39.708252113563,19.842863921238
S052,Marilena Hotel,Marilena Hotel,"A12, A14, A15, A19, A4, A5",39.708017790013,19.845160208007
S053,Spartyla Junction,Διασταύρωση Σπαρτύλα,"A12, A14, A15, A19, A4, A5",39.70879223533,19.849912459395
S068,Stefanosplace ApartHotel,Stefanosplace ApartHotel,"A12, A19, A4, A5",39.709821237251,19.856638788817
S069,Hotel Nautilus Barbati,Hotel Nautilus Barbati,"A12, A19, A4, A5",39.712145388092,19.860884010514
S070,Super Market Nicolas,Super Market Nicolas,"A12, A19, A4, A5",39.716627388467,19.865099456862
S072,Barbati,Μπαρμπάτι,"A12, A19, A4, A5",39.719593229831,19.871105404813
S073,Pantokrator Hotel,Pantokrator Hotel,"A12, A19, A4, A5",39.720162171105,19.87472336976
S075,Glyfa,Γλυφά,"A12, A19, A4, A5",39.724069787608,19.883719965754
S076,Aquamarine Hotel,Aquamarine Hotel,"A12, A19, A4, A5",39.725513949576,19.892675519967
S077,Super Market Katerina's,Super Market Katerina's,"A12, A19, A4, A5",39.725646127962,19.896501282488
S078,Super Market Amalia,Super Market Amalia,"A12, A19, A4, A5",39.72699191344,19.898540226163
S079,Church,Εκκλησία,"A12, A19, A4, A5",39.726339528062,19.900110892697
S080,Super Market Afroditi,Super Market Αφροδίτη,"A12, A19, A4, A5",39.727476452329,19.902823739025
S081,Sunshine Corfu Hotel,Sunshine Corfu Hotel,"A12, A19, A4, A5",39.727331668074,19.904621120296
S082,Bouratika,Μπουράτικα,"A12, A19, A4, A5",39.728171892656,19.90995329956
S083,Kaminaki,Καμινάκι,"A12, A19, A4, A5",39.730727298053,19.911443151096
S084,Fakamia,Φακαμιά,"A12, A19, A4, A5",39.732430507302,19.91832687456
S085,Atlantica Nissaki Beach,Atlantica Nissaki Beach,"A12, A19, A4, A5",39.73440559525,19.92044208182
S086,Kentroma,Κέντρωμα,"A12, A19, A4",39.735363708739,19.924053001755
S087,Kavalarena,Καβαλάρενα,"A12, A19, A4",39.73871214428,19.923910407087
S088,Gimari,Γιμάρι,"A12, A19, A4",39.740091581449,19.925871961772
S089,Rachi Gimariou,Ράχη Γιμαρίου,"A12, A19, A4",39.743059140238,19.927852915527
S090,Vlachatika,Βλαχάτικα,"A12, A19, A4",39.744175090808,19.930060979132
S091,Kalami,Καλάμι,"A12, A19, A4",39.745641379491,19.93467277056
S092,Vingla,Βίγγλα,"A12, A19, A4",39.753437988551,19.934638212926
S093,Sinies Oil Mill,Σινιές Ελαιουργία,"A12, A19, A4",39.759924249862,19.933983180137
S096,Kremythas,Κρέμυθας,"A12, A19, A4",39.761947161768,19.932363702948
S097,Karyotiko,Καρυώτικο,"A12, A19, A4",39.766814792884,19.933087318405
S098,Kassiopi 1,Κασσιόπη 1,"A12, A19, A4",39.776180284764,19.928374557129
S099,Kassiopi Kogevina,Κασσιόπη Κογεβίνα,"A12, A19, A4",39.780917362279,19.924751022419
S100,Avlaki,Αυλάκι,"A12, A19, A4",39.782899776129,19.923666334734
S101,Kassiopi Junction,Κασσιόπη Κόμβος,"A12, A19, A4",39.785721867033,19.9210566072
S102,Kassiopi Center,Κασσιόπη Κέντρο,"A12, A19, A4",39.78880499302,19.920499572872
S103,Kassiopi Beach,Κασσιόπη Παραλία,"A12, A19, A4",39.78798106013,19.918196199459
S102R,Kassiopi Center,Κασσιόπη Κέντρο,"A12, A19, A4",39.788745421397,19.92048301834
S103R,Kassiopi Beach,Κασσιόπη Παραλία,"A12, A19, A4",39.787902167126,19.918188495337
S101R,Kassiopi Junction,Κασσιόπη Κόμβος,"A12, A19, A4",39.785647727164,19.920749359798
S100R,Avlaki,Αυλάκι,"A12, A19, A4",39.782867295233,19.923557129769
S099R,Kassiopi Kogevina,Κασσιόπη Κογεβίνα,"A12, A19, A4",39.780688668528,19.924634853901
S098R,Kassiopi 1,Κασσιόπη 1,"A12, A19, A4",39.775674779153,19.928364241552
S097R,Karyotiko,Καρυώτικο,"A12, A19, A4",39.766844805153,19.933008410618
S096R,Kremythas,Κρέμυθας,"A12, A19, A4",39.762026874036,19.932479431907
S093R,Sinies Oil Mill,Σινιές Ελαιουργία,"A12, A19, A4",39.75997942348,19.933856473225
S092R,Vingla,Βίγγλα,"A12, A19, A4",39.753367449875,19.934599078863
S091R,Kalami,Καλάμι,"A12, A19, A4",39.745890966699,19.935605749338
S090R,Vlachatika,Βλαχάτικα,"A12, A19, A4",39.744243314732,19.92983156749
S089R,Rachi Gimariou,Ράχη Γιμαρίου,"A12, A19, A4",39.743029849577,19.92776516418
S088R,Gimari,Γιμάρι,"A12, A19, A4",39.740167487227,19.925861302078
S087R,Kavalarena,Καβαλάρενα,"A12, A19, A4",39.738771482222,19.923936369392
S086R,Kentroma,Κέντρωμα,"A12, A19, A4",39.735327745617,19.923977903225
S085R,Atlantica Nissaki Beach,Atlantica Nissaki Beach,"A12, A19, A4, A5",39.73448184476,19.920443761677
S084R,Fakamia,Φακαμιά,"A12, A19, A4, A5",39.732482419407,19.91824355826
S083R,Kaminaki,Καμινάκι,"A12, A19, A4, A5",39.731329005881,19.911750118325
S082R,Bouratika,Μπουράτικα,"A12, A19, A4, A5",39.728262138898,19.909876927742
S081R,Sunshine Corfu Hotel,Sunshine Corfu Hotel,"A12, A19, A4, A5",39.727431571675,19.904683080168
S080R,Super Market Afroditi,Super Market Αφροδίτη,"A12, A19, A4, A5",39.727654985595,19.902412051997
S079R,Church,Εκκλησία,"A12, A19, A4, A5",39.726410401299,19.9001591721
S078R,Super Market Amalia,Super Market Amalia,"A12, A19, A4, A5",39.727044993533,19.898691380232
S077R,Super Market Katerina's,Super Market Katerina's,"A12, A19, A4, A5",39.725719251549,19.896463001355
S076R,Aquamarine Hotel,Aquamarine Hotel,"A12, A19, A4, A5",39.725559026178,19.892486213947
S075R,Glyfa,Γλυφά,"A12, A19, A4, A5",39.724132747027,19.88368216092
S073R,Pantokrator Hotel,Pantokrator Hotel,"A12, A19, A4, A5",39.720178066699,19.874383057203
S072R,Barbati,Μπαρμπάτι,"A12, A19, A4, A5",39.719690107359,19.871281660284
S070R,Super Market Nicolas,Super Market Nicolas,"A12, A19, A4, A5",39.716703505638,19.865094904029
S069R,Hotel Nautilus Barbati,Hotel Nautilus Barbati,"A12, A19, A4, A5",39.712215812116,19.860889006449
S068R,Stefanosplace ApartHotel,Stefanosplace ApartHotel,"A12, A19, A4, A5",39.70989282326,19.856608263811
S052R,Marilena Hotel,Marilena Hotel,"A12, A14, A15, A19, A4, A5",39.708165480881,19.844893767435
S042R,Old Agios Markos Junction,Διασταύρωση παλαιού Άγιου Μάρκου,"A12, A13, A14, A15, A16, A19, A4, A5",39.708245407371,19.84268153103
S040R,Plagia,Πλαγιά,"A12, A13, A14, A15, A16, A19, A4, A5",39.70662419735,19.843646687073
S038R,Ypsos Port,Λιμάνι Ύψου,"A12, A13, A14, A15, A16, A19, A4, A5",39.703595691896,19.841582223299
S037R,City Hall,Δημαρχείο,"A12, A13, A14, A15, A16, A19, A4, A5",39.697373227422,19.83820241525
S036R,Asteria,Αστέρια,"A12, A13, A14, A15, A16, A19, A4, A5",39.695137987346,19.837798651741
S034R,Magiorou,Μαγκιόρου,"A12, A13, A14, A15, A16, A19, A4, A5",39.688227757036,19.838376232581
S033R,Katomeri Junction,Διασταύρωση Κατωμέρι,"A12, A13, A14, A15, A16, A19, A4, A5",39.685050808747,19.837561955302
S032R,Malibu Summer Beach,Malibu Summer Beach,"A12, A13, A14, A15, A16, A19, A4, A5",39.68200890431,19.837438826445
S031R,Ikos Dassia,Ikos Δασσιά,"A12, A13, A14, A15, A16, A19, A4, A5",39.680078461353,19.838190121974
S030R,Iolida Corfu Resort,Iolida Corfu Resort,"A12, A13, A14, A15, A16, A19, A4, A5",39.674586911907,19.839209487404
S027R,Dafnilas,Δαφνήλας,"A12, A13, A14, A15, A16, A19, A4, A5",39.666816078799,19.8433380974
S026R,Music High School,Μουσικό γυμνάσιο,"A12, A13, A14, A15, A16, A19, A4, A5",39.662336619558,19.842611029858
S025R,Tzavros Dassia,Τζάβρος Δασσιά,"A12, A13, A14, A15, A16, A19, A4, A5",39.660223605213,19.83963650668
S010R,Bridge,Γέφυρα,"A4, A5",39.629425252233,19.886168648947
S269,Arillas,Αρίλλας 4 (τέρμα),A6,39.748951166211,19.655145907649
S267,Arillas 3,Αρίλλας 3,A6,39.743910560707,19.650753428425
S266,Arillas 2,Αρίλλας 2,A6,39.743608290248,19.659634267148
S265,Arillas 1,Αρίλλας 1,A6,39.7428662,19.6620189
S256,Gousades Junction,Διασταύρωση Γουσάδων,A6,39.780700750564,19.706668367904
S257,Magoulades Junction,Διασταύρωση Μαγουλάδων,A6,39.760732878365,19.690217725775
S259,Kavadades Church,Καββαδάδες εκκλησία,A6,39.746728485825,19.682022637078
S260,Kavadades,Καββαδάδες,A6,39.746744057053,19.681546391793
S261,Afiona - Dafni Junction,Διασταύρωση Αφιώνα - Δάφνη,"A18, A6, A7",39.740066328115,19.675948667029
S262,Afiona - Arilla Junction,Διασταύρωση Αφιώνα – Αρίλλα,"A18, A6, A7",39.73651042508,19.67302195296
S258,Magoulades,Μαγουλάδες,A6,39.755812488265,19.677422818936
S257R,Magoulades Junction,Διασταύρωση Μαγουλάδων,A6,39.760626168877,19.690295333384
S263,Afionas,Αφιώνας,A6,39.729892365992,19.658588821755
S263R,Afionas,Αφιώνας,A6,39.729849451401,19.658714913478
S262R,Afiona - Arilla Junction,Διασταύρωση Αφιώνα – Αρίλλα,"A18, A6, A7",39.736485610925,19.673187039582
S269R,Arillas,Αρίλλας 4 (τέρμα),A6,39.748949031035,19.655172680559
S267R,Arillas 3,Αρίλλας 3,A6,39.743901795605,19.650732641305
S266R,Arillas 2,Αρίλλας 2,A6,39.743572714085,19.659584981559
S265R,Arillas 1,Αρίλλας 1,A6,39.742822887641,19.662026946443
S264R,Afionas Terminus,Αφιώνας τέρμα,A6,39.722245785004,19.6602910543
S261R,Afiona - Dafni Junction,Διασταύρωση Αφιώνα - Δάφνη,"A18, A6, A7",39.739935823425,19.676027876767
S260R,Kavadades,Καββαδάδες,A6,39.746782116627,19.681417435534
S259R,Kavadades Church,Καββαδάδες εκκλησία,A6,39.74664844734,19.682240662835
S258R,Magoulades,Μαγουλάδες,A6,39.755902332679,19.677339953438
S256R,Gousades Junction,Διασταύρωση Γουσάδων,A6,39.78068139474,19.706790025916
S218,Manatades,Μανατάδες,"A18, A7",39.721678185603,19.717893799556
S219,Aspiotades,Ασπιωτάδες,"A18, A7",39.720646407234,19.712960835638
S220,Dafni 1,Δάφνη 1,"A18, A7",39.730165823839,19.698281492269
S221,Dafni 2,Δάφνη 2,"A18, A7",39.729877630063,19.695704662047
S222,Dafni 3,Δάφνη 3,"A18, A7",39.732261033477,19.69214569963
S223,Dafni 4,Δάφνη 4,"A18, A7",39.734075335554,19.691406090851
S225,Termenades,Τερμενάδες,"A18, A7",39.737065656649,19.690349281344
S226,Rachtades,Ραχτάδες,"A18, A7",39.745100360721,19.693976110046
S227,Armenades,Αρμενάδες,"A18, A7",39.744436452848,19.690187110448
S212R,Agios Georgios (Belle Helene Hotel),Άγιος Γεώργιος (Belle Helene Hotel),"A18, A7",39.719860844699,19.675596655854
S211R,Agios Georgios Beach 4,Άγιος Γεώργιος παραλία 4,"A18, A7",39.718618144201,19.677684878879
S210R,Agios Georgios Beach 3,Άγιος Γεώργιος παραλία 3,"A18, A7",39.719052929368,19.680599764162
S209R,Agios Georgios Beach 2,Άγιος Γεώργιος παραλία 2,"A18, A7",39.716698282936,19.680417042695
S208R,Agios Georgios Beach 1,Άγιος Γεώργιος παραλία 1,"A18, A7",39.715822852925,19.681234290216
S207R,Agios Georgios Church,Άγιος Γεώργιος εκκλησία,"A18, A7",39.716186503282,19.682455788124
S206R,Agios Georgios (Theo's hotel),Άγιος Γεώργιος (Theo's hotel),"A18, A7",39.718453882087,19.689567752749
S204R,Prinila Junction,Διασταύρωση Πρινίλα,"A18, A7",39.709087265979,19.700307417432
S205,Prinilas,Πρινίλας,"A18, A7",39.704571248529,19.697460277452
S204,Prinila Junction,Διασταύρωση Πρινίλα,"A18, A7",39.709117524461,19.700416652013
S203R,Pagoi,Πάγοι,"A18, A7",39.707748798897,19.702602559244
S202R,Vatonies,Βατονιές,"A18, A7",39.703291831374,19.716214618492
S224,Gavrades,Γαβράδες,"A18, A7",39.734078783265,19.707774363321
S202,Vatonies,Βατονιές,"A18, A7",39.703330915265,19.716304767499
S203,Pagoi,Πάγοι,"A18, A7",39.707834965722,19.702677420551
S206,Agios Georgios (Theo's hotel),Άγιος Γεώργιος (Theo's hotel),"A18, A7",39.718515287716,19.689681234782
S207,Agios Georgios Church,Άγιος Γεώργιος εκκλησία,"A18, A7",39.716258382105,19.682340170866
S208,Agios Georgios Beach 1,Άγιος Γεώργιος παραλία 1,"A18, A7",39.715870681777,19.681269096493
S209,Agios Georgios Beach 2,Άγιος Γεώργιος παραλία 2,"A18, A7",39.716750342729,19.680643450081
S210,Agios Georgios Beach 3,Άγιος Γεώργιος παραλία 3,"A18, A7",39.719072056095,19.680668024873
S211,Agios Georgios Beach 4,Άγιος Γεώργιος παραλία 4,"A18, A7",39.718649026097,19.677758757285
S212,Agios Georgios (Belle Helene Hotel),Άγιος Γεώργιος (Belle Helene Hotel),"A18, A7",39.719866868238,19.675785051804
S205R,Prinilas,Πρινίλας,A7,39.704651999043,19.697452221786
S227R,Armenades,Αρμενάδες,"A18, A7",39.744377617064,19.690271041915
S225R,Termenades,Τερμενάδες,"A18, A7",39.737081655726,19.690203178546
S223R,Dafni 4,Δάφνη 4,"A18, A7",39.73404304364,19.691360288119
S222R,Dafni 3,Δάφνη 3,"A18, A7",39.732272012534,19.692082679788
S221R,Dafni 2,Δάφνη 2,"A18, A7",39.729838436915,19.695738189659
S220R,Dafni 1,Δάφνη 1,"A18, A7",39.730149579354,19.69824426594
S219R,Aspiotades,Ασπιωτάδες,"A18, A7",39.72045349644,19.712833912485
S218R,Manatades,Μανατάδες,"A18, A7",39.721655343503,19.717660695885
S224R,Gavrades,Γαβράδες,"A18, A7",39.734063444487,19.707617970581
S536,Giatrones (to Paleokastritsa),Γιατρόνες (προς Παλαιοκαστρίτσα),"A10, A9",39.681284468072,19.802518884262
S119,Felekas 1,Φέλεκας 1,"A10, A9",39.680852996919,19.79687082481
S120,Felekas 2,Φέλεκας 2,"A10, A9",39.679473239943,19.790591512727
S121,Felekas 3,Φέλεκας 3,"A10, A9",39.678391260774,19.78682734983
S122,Mavromatis,Μαυρομάτη,"A10, A9",39.677062904882,19.780354441049
S123,Zomeno 1,Ζόμενο 1,"A10, A9",39.683474723569,19.757893516851
S124,Zomeno 2,Ζόμενο 2,"A10, A9",39.683880728761,19.753560400554
S126,Zomeno 3,Ζόμενο 3,"A10, A9",39.683438808958,19.751645371917
S127,Gardeladon - Doukadon Junction,Διασταύρωση Γαρδελάδων - Δουκάδων,"A10, A16, A9",39.683469525748,19.742384300998
S130,Doukadon Pharmacy,Φαρμακείο Δουκάδων,"A10, A16, A9",39.68310830822,19.739538492755
S131,Stavros,Σταυρός,"A10, A16, A9",39.680898272659,19.735358708564
S133,Lisipio,Λισίπιο,"A10, A16, A9",39.679211605216,19.728326485082
S141,Paleokastritsa Camping,Camping Παλαιοκαστρίτσας,"A10, A9",39.676264274984,19.725280521915
S142,ArtNouveau Hotel,ArtNouveau Hotel,"A10, A9",39.674365178823,19.718872124374
S143,Akrotiri Beach Resort,Akrotiri Beach Resort,"A10, A9",39.673508968752,19.716908175566
S144,Nafsika,Ναυσικά,"A10, A9",39.67480407885,19.714493891106
S145,Oceanis Paleokastritsa,Oceanis Παλαιοκαστρίτσα,"A10, A9",39.675247074785,19.712511750784
S146,Odysseus Hotel Paleokastritsa,Odysseus Hotel Paleokastritsa,"A10, A9",39.674942648754,19.707293470079
S147,Paleokastritsa Terminus,Παλαιοκαστρίτσα Τέρμα,"A10, A9",39.672158657838,19.702373567543
S132,Liapades Junction,Διασταύρωση Λιαπάδων,"A10, A9",39.673979946104,19.743473024791
S537,Liapades,Λιαπάδες,"A10, A9",39.671405521904,19.741507502917
S132R,Liapades Junction,Διασταύρωση Λιαπάδων,"A10, A9",39.673954796659,19.743609737613
S146R,Odysseus Hotel Paleokastritsa,Odysseus Hotel Paleokastritsa,"A10, A9",39.674800370374,19.70731003311
S145R,Oceanis Paleokastritsa,Oceanis Παλαιοκαστρίτσα,"A10, A9",39.675010359017,19.712230403306
S144R,Nafsika,Ναυσικά,"A10, A9",39.674750434916,19.714426473158
S143R,Akrotiri Beach Resort,Akrotiri Beach Resort,"A10, A9",39.673605090259,19.716865169859
S142R,ArtNouveau Hotel,ArtNouveau Hotel,"A10, A9",39.674273191624,19.718897857664
S141R,Paleokastritsa Camping,Camping Παλαιοκαστρίτσας,"A10, A9",39.676191390171,19.725306583015
S133R,Lisipio,Λισίπιο,"A10, A9",39.678479334021,19.72764396906
S131R,Stavros,Σταυρός,"A10, A9",39.680416798729,19.734836401083
S126R,Zomeno 3,Ζόμενο 3,"A10, A9",39.683710525076,19.752233144831
S124R,Zomeno 2,Ζόμενο 2,"A10, A9",39.683820740239,19.753483891659
S123R,Zomeno 1,Ζόμενο 1,"A10, A9",39.683376218078,19.757871815019
S122R,Mavromatis,Μαυρομάτη,"A10, A9",39.676971797816,19.780273635481
