ID,EN_NAME,GR_NAME,LINES,LAT,LONG
S381,MarBella Nido,MarBella Nido,"B1, B12, B13, B2, B3, B7",39.505729088465,19.923586055341
S382,Veroniki Apartments,Veroniki Apartments,"B1, B12, B13, B2, B3, B7",39.500260115669,19.924956413069
S384,Delfinia Hotels,Delfinia Hotels,"B1, B12, B13, B2, B3, B7",39.487964741451,19.925773585907
S385,Moraitika (Coop),Μωραίτικα (Coop),"B1, B12, B13, B2, B3, B7",39.48603855551,19.925016426844
S386,Hotel Alkionis,Hotel Alkionis,"B1, B12, B13, B2, B3, B7",39.484139477894,19.924932169634
S387,Moraitika Paizanou,Μωραίτικα Παιζάνου,"B1, B12, B13, B2, B3, B7",39.483128901351,19.92465558454
S389,Mesongi Junction (to Kavos),Μεσογγή κόμβος (προς Κάβο),"B1, B12, B13, B2, B3, B7, B8",39.478619345379,19.926473440282
S396,Kreopoleio,Κρεοπωλείο,"B1, B12, B13, B2, B3, B8",39.477075320525,19.921538101175
S397,City Hall,Δημαρχείο,"B1, B12, B13, B2, B3, B8",39.477172323955,19.916663512357
S398,Lioumba to Strongyli,Λιούμπα προς Στρογγυλή,"B1, B12, B13, B2, B3, B8",39.477318952532,19.91285729027
S399,Ano Mesongi,Άνω Μεσογγή,"B1, B12, B13, B2, B3, B8",39.474812707118,19.912022406704
S418,Argyrades 1,Αργυράδες 1,"B1, B12, B2, B3",39.437351120127,19.970312302693
S419,Argyrades 2 Center,Αργυράδες 2 Κέντρο,"B1, B12, B2, B3",39.43686532315,19.97592086035
S428,Argyrades 3,Αργυράδες 3,"B1, B3",39.434180521943,19.979095090206
S429,Marathias 1,Μαραθιάς 1,"B1, B3",39.430687341456,19.988044376945
S430,Marathias 2,Μαραθιάς 2,"B1, B3",39.429637024476,19.991841631448
S549,Kiosk to Port (from Ring Road),Περίπτερο προς λιμάνι (απο περιφερειακό),B1,39.413134471362,20.089660385546
S462,Capo Di Corfu,Capo Di Corfu,B1,39.40370795972,20.096930039296
S463,Kavos 1,Κάβος 1,B1,39.401347335888,20.098190489189
S464,Kavos 2,Κάβος 2,B1,39.396838111677,20.102110934674
S548,Kavos,Κάβος 3 (Άγιος Προκόπιος),B1,39.391817684058,20.105737557858
S465,Kavos 4,Κάβος 4,B1,39.390598472719,20.106692215091
S466,Kavos,Κάβος 5 (κέντρο),B1,39.388312944235,20.109312325312
S467,Kavos,Κάβος 6 (τέρμα),B1,39.383935541723,20.113759913966
S442,Lefkimmi,Μπενίτσες (Avra),B1,39.421848140377,20.048474004697
S443,Lefkimmi 3 Lefka,Μπενίτσες (Potamaki Beach Hotel),B1,39.422203868251,20.05296625909
S444,Lefkimmi,Μπενίτσες (κέντρο),B1,39.421444783734,20.057570389509
S445,Lefkimmi 5 Kanari,Angsana Corfu,B1,39.421341858186,20.061759665226
S453,Agios Arsenios,Γέφυρα Kaiser,B1,39.423669526638,20.064551034224
S454,Gianitsis to Stadium,Aeolos Beach Resort,B1,39.423594946963,20.067878209344
S455,Old Bookstore,Eleals Boutique Hotel,B1,39.423373650675,20.069814012884
S456,Agioi Theodoroi,Coco Banana,B1,39.423067792639,20.072779870961
S457,Paparamou,Πέραμα,B1,39.422293841363,20.074573520287
S458,Potami,Aegli Hotel,B1,39.421138016981,20.07882591389
S459,Melikia 1 School,Hotel Argo,B1,39.420637478852,20.081869013719
S460,Melikia 2,Πάκια,B1,39.419269893105,20.082791315016
S547,Melikia 3,Αγία Κυριακή,B1,39.415491214744,20.088037735398
S461,Kiosk to Port,Κόμβος (Masoutis),B1,39.413646932998,20.089592468265
S391,Mesongi Camps,Μεσογγή κατασκηνώσεις,"B1, B12, B2, B7, B8",39.476351452661,19.929516611576
S392R,Kato Mesongi (3 K'S),Κάτω Μεσογγή (3 K'S),"B1, B12, B2, B7, B8",39.475473625835,19.93459348289
S393R,Kato Mesongi (Gemini Hotel),Κάτω Μεσογγή (Gemini Hotel),"B1, B12, B2, B7, B8",39.477936211963,19.933633941289
S394R,Kato Mesongi (Apollo Palace),Κάτω Μεσογγή (Apollo Palace),"B1, B12, B2, B7, B8",39.476746230998,19.932279731063
S391R,Mesongi Camps,Μεσογγή κατασκηνώσεις,"B1, B12, B2, B7, B8",39.476441513366,19.929585007904
S467R,Kavos,Κάβος 6 (τέρμα),B1,39.38407547652,20.113778689428
S466R,Kavos,Κάβος 5 (κέντρο),B1,39.388535271002,20.109206378058
S465R,Kavos 4,Κάβος 4,B1,39.390619201838,20.106741835957
S548R,Kavos,Κάβος 3 (Άγιος Προκόπιος),B1,39.391851886511,20.10578315542
S464R,Kavos 2,Κάβος 2,B1,39.396846402584,20.102180001554
S463R,Kavos 1,Κάβος 1,B1,39.401378424775,20.098245474472
S462R,Capo Di Corfu,Capo Di Corfu,B1,39.403615059052,20.096768503655
S461R,Kiosk to Port,Περίπτερο προς λιμάνι,B1,39.41365470385,20.08973194313
S547R,Melikia 3,Μελίκια 3,B1,39.415524369497,20.088126248292
S460R,Melikia 2,Μελίκια 2,B1,39.419267821045,20.082827524837
S459R,Melikia 1 School,Μελίκια 1 Σχολείο,B1,39.420749367818,20.081420414269
S458R,Potami,Ποτάμι,B1,39.421195515087,20.078833960516
S457R,Paparamou,Παπαράμου,B1,39.422323366933,20.074619788392
S456R,Agioi Theodoroi,Αγίοι θεοδώροι,B1,39.423201951099,20.072602845171
S455R,Old Bookstore,Παλαιό Βιβλιοπωλείο,B1,39.423402657804,20.069819377302
S454R,Gianitsis to Stadium,Γιανίτσης προς γήπεδο,B1,39.423617058544,20.067883539815
S453R,Agios Arsenios,Άγιος Αρσένιος,B1,39.423849410859,20.064089625979
S452R,Rouvelas (Ringglades Center),Ρούβελας (κέντρο Ριγγλάδων),B1,39.423356663499,20.062506277862
S444R,Lefkimmi,Λευκίμμη 4 (Φαρμακείο Λιάτικα),B1,39.421483115642,20.057538873554
S443R,Lefkimmi 3 Lefka,Λευκίμμη 3 Λεύκα,B1,39.422248933649,20.052961565224
S442R,Lefkimmi,Λευκίμμη 2 (Κέντρο Υγείας),B1,39.421900975938,20.04845388813
S550R,Mesongi 2 Junction (to City),Μεσογγή 2 κόμβος (προς πόλη),"B1, B12, B2, B3, B7, B8",39.478995389588,19.926934330015
S387R,Moraitika Paizanou,Μωραίτικα Παιζάνου,"B1, B12, B2, B3, B7, B8",39.482895750971,19.924647764727
S386R,Hotel Alkionis,Hotel Alkionis,"B1, B12, B2, B3, B7, B8",39.484157074001,19.925022023634
S385R,Moraitika (Coop),Μωραίτικα (Coop),"B1, B12, B2, B3, B7, B8",39.486138490579,19.925211718169
S384R,Delfinia Hotels,Delfinia Hotels,"B1, B12, B2, B3, B7, B8",39.487994383995,19.925927041944
S382R,Veroniki Apartments,Veroniki Apartments,"B1, B12, B2, B3, B7, B8",39.50015158723,19.925152913275
S381R,MarBella Nido,MarBella Nido,"B1, B12, B2, B3, B7, B8",39.505792207814,19.92371480137
S379R,MarBella Hotel (Junction),MarBella Hotel (διασταύρωση),"B1, B12, B2, B3, B7, B8",39.508878377417,19.923791845237
S378R,Avali Hotel,Avali Hotel,"B1, B12, B2, B3, B7, B8",39.512168007191,19.923092224425
S377R,Aurora Beach Hotel,Aurora Beach Hotel,"B1, B12, B2, B3, B7, B8",39.515971935065,19.924301772052
S376R,Valmar Hotel,Valmar Hotel,"B1, B12, B2, B3, B7, B8",39.519572388186,19.923489392573
S375R,Belvedere hotel,Belvedere hotel,"B1, B12, B2, B3, B7, B8",39.522131372897,19.922813019438
S374R,Tsaki (Bellos Beach Hotel),Τσάκι (Bellos Beach Hotel),"B1, B12, B2, B3, B7, B8",39.524713693277,19.922910620706
S373R,Spyros,Σπύρος,"B1, B12, B2, B3, B7, B8",39.529851371678,19.921162639788
S372R,Karina Hotel,Ξενοδοχείο Καρίνα,"B1, B12, B2, B3, B7, B8",39.534935170238,19.918487460288
S369R,Benitses (Avra),Μπενίτσες (Avra),"B1, B12, B2, B3, B7, B8",39.541260411808,19.914937427739
S368R,Benitses (Potamaki Beach Hotel),Μπενίτσες (Potamaki Beach Hotel),"B1, B12, B2, B3, B7, B8",39.544412042297,19.914534417439
S367R,Benitses (Center),Μπενίτσες (κέντρο),"B1, B12, B2, B3, B7, B8",39.546352130033,19.91359195206
S364R,Angsana Corfu,Angsana Corfu,"B1, B12, B2, B3, B7, B8",39.55515371892,19.912100059115
S363R,El Greco Hotel,El Greco Hotel,"B1, B12, B2, B3, B7, B8",39.558699177974,19.911341710224
S361R,Kaiser's Bridge,Γέφυρα Kaiser,"B1, B12, B2, B3, B7, B8",39.564565693407,19.910197828847
S360R,Aeolos Beach Resort,Aeolos Beach Resort,"B1, B12, B2, B3, B7, B8",39.568356471544,19.909280357576
S359R,Eleals Boutique Hotel,Eleals Boutique Hotel,"B1, B12, B2, B3, B7, B8",39.573288541277,19.911810868748
S358R,Coco Banana,Coco Banana,"B1, B12, B2, B3, B7, B8",39.576484357127,19.913413081081
S357R,Perama,Πέραμα,"B1, B12, B2, B3, B7, B8",39.579866043734,19.913239053664
S355R,Aegli Hotel,Aegli Hotel,"B1, B12, B2, B3, B7, B8",39.586087678234,19.914215058081
S354R,Hotel Argo,Hotel Argo,"B1, B12, B2, B3, B7, B8",39.585788075466,19.910134682489
S352R,Pakia,Πάκια,"B1, B12, B2, B3, B7, B8",39.586244924283,19.902718051736
S351R,Agia Kyriaki,Αγία Κυριακή,"B1, B12, B2, B3, B7, B8",39.589080309135,19.900486216067
S350R,Junction (Masoutis),Κόμβος (Masoutis),"B1, B12, B2, B3, B7, B8",39.590690250283,19.895784710144
S349R,Vryoni (Vyrou Junction),Βρυώνη (Διασταύρωση Βυρού),"B1, B10, B12, B13, B14, B2, B3, B7, B8, B9",39.592129472453,19.892691566251
S347R,Tsarou,Τσάρου,"B1, B10, B12, B13, B14, B2, B3, B7, B8, B9",39.599414045533,19.893830760374
S345R,Kanalia,Κανάλια,"B1, B10, B12, B13, B14, B2, B3, B7, B8, B9",39.606372026124,19.89446932684
S343R,Tria Gefyria,Τρία Γεφύρια,"B1, B10, B12, B13, B14, B2, B3, B7, B8, B9",39.611183492544,19.904951766109
S551R,Spatoulas,Σπάτουλας,"B1, B10, B12, B13, B14, B2, B3, B7, B8, B9",39.614485375085,19.90903471272
S549R,Kiosk to Port (to Ring Road),Περίπτερο προς λιμάνι (προς περιφερειακό),B1,39.413139799727,20.089762112967
S422,Kouspades,Κουσπάδες,"B12, B2",39.453825638781,19.979004740458
S423,Vasilatika,Βασιλάτικα,"B12, B2",39.454170228356,19.983868500632
S421R,Volimies,Βολιμιές,"B12, B2",39.450967948888,19.983378011144
S424,Agios Nikolaos 1,Άγιος Νικόλαος 1,"B12, B2",39.44489731131,19.994003602344
S574R,Agios Nikolaos 2,Άγιος Νικόλαος 2,"B12, B2",39.441320570514,19.996303675171
S449,Neochori,Νεοχώρι,B3,39.3939060735,20.076014961407
S476,Vryoni Agathou (to Agios Gordios),Βρυώνη Αγάθου (προς Άγιο Γόρδιο),"B10, B13, B14, B15, B16, B19, B8, B9",39.590151896064,19.893058517062
S480,Ponti,Ποντή,"B13, B8, B9",39.57315881438,19.892839100331
S481,Agioi Deka Junction,Διασταύρωση Αγίων Δέκα,"B13, B8, B9",39.565572005413,19.885070180212
S502,Kynopiastes,Κυνοπιάστες,"B8, B9",39.565901609419,19.880122795995
S503,Spatha,Σπαθά,"B8, B9",39.56394541901,19.869852548329
S482,Agioi Deka 1,Άγιοι Δέκα 1,"B13, B8",39.555002628786,19.887130188104
S483,Agioi Deka 2,Άγιοι Δέκα 2,"B13, B8",39.553007779086,19.887535524965
S484,Kogevina,Κογεβίνα,"B12, B13, B8",39.539295553055,19.897515189383
S485,Makrata,Μακράτα,"B12, B13, B8",39.538433347588,19.899805534176
S486,Loukata,Λουκάτα,"B12, B13, B8",39.537645304467,19.901392627843
S487,Dafnata,Δαφνάτα,"B12, B13, B8",39.5331577043,19.906577565552
S488,Stavros,Σταυρός,"B12, B13, B8",39.530350745989,19.906344678011
S487R,Dafnata,Δαφνάτα,"B12, B13, B8",39.533169599155,19.906627186418
S486R,Loukata,Λουκάτα,"B12, B13, B8",39.537657198554,19.901432190425
S485R,Makrata,Μακράτα,"B12, B13, B8",39.538464892411,19.899821627429
S484R,Kogevina,Κογεβίνα,"B12, B13, B8",39.53972838063,19.897570868984
S489,Korni,Κορνί,"B13, B8",39.526219480368,19.900775794905
S490,Kornata 1,Κορνάτα 1,"B13, B8",39.524136601154,19.902185806627
S491,Kornata 2,Κορνάτα 2,"B13, B8",39.522842561508,19.900736339758
S492,Kornata 3,Κορνάτα 3,"B13, B8",39.518164615274,19.900445055271
S493,Kornata 4,Κορνάτα 4,"B13, B8",39.517295457149,19.900742091855
S494,Strongyli 1,Στρογγυλή 1,"B13, B8",39.511014740702,19.910008907037
S495,Strongyli 2,Στρογγυλή 2,"B13, B8",39.509042973505,19.908876709842
S496,Strongyli 3,Στρογγυλή 3,"B13, B8",39.508042644729,19.909770044497
S497,Strongyli 4,Στρογγυλή 4,"B13, B8",39.506134314569,19.908948795517
S498,Strongyli 5,Στρογγυλή 5,"B13, B8",39.499698512286,19.909198849293
S499,Strongyli 6,Στρογγυλή 6,"B13, B8",39.497795452566,19.90874771473
S500,Episkopiana Junction,Διασταύρωση Επισκοπιανών,"B12, B13, B8",39.48475253067,19.911902599152
S501,Episkopiana,Επισκοπιανά,"B12, B13, B8",39.494443010678,19.918327086935
S500R,Episkopiana Junction,Διασταύρωση Επισκοπιανών,"B12, B13, B8",39.484820844343,19.911882482585
S395,Spilaio,Σπήλαιο,B8,39.464424916817,19.939657034423
S522R,Agios Mathaios 7,Άγιος Ματθαίος 7,"B13, B8",39.482785419717,19.890910173442
S521R,Agios Mathaios 6,Άγιος Ματθαίος 6,"B13, B8",39.491778944832,19.879553116383
S520R,Agios Mathaios 5,Άγιος Ματθαίος 5,"B13, B8",39.492607607029,19.877361722734
S519R,Agios Mathaios 4,Άγιος Ματθαίος 4,"B13, B8",39.493067412321,19.875076826198
S518R,Agios Mathaios 3,Άγιος Ματθαίος 3,"B13, B8",39.49468227878,19.872857020563
S517R,Agios Mathaios 2,Άγιος Ματθαίος 2,"B13, B8",39.49665875684,19.872505101712
S516R,Agios Mathaios 1,Άγιος Ματθαίος 1,"B13, B8",39.498069625061,19.874426347049
S515R,Vouniatades 2,Βουνιατάδες 2,"B13, B8",39.514225913183,19.878882915063
S514R,Vouniatades 1,Βουνιατάδες 1,"B13, B8",39.516273349614,19.878605158068
S503R,Spatha,Σπαθά,"B13, B8, B9",39.563910328067,19.869850651721
S502R,Kynopiastes,Κυνοπιάστες,"B13, B8, B9",39.565831307765,19.880213320546
S481R,Agioi Deka Junction,Διασταύρωση Αγίων Δέκα,"B12, B13, B8, B9",39.565562700743,19.885151987585
S480R,Ponti,Ποντή,"B12, B13, B8, B9",39.572921553295,19.892939575944
S476R,Vryoni Agathou (from Agios Gordios),Βρυώνη Αγάθου (από Άγιο Γόρδιο),"B10, B12, B13, B14, B8, B9",39.590181867143,19.893159099897
S506,Kato Pavliana,Κάτω Παυλιάνα,B9,39.524376733427,19.866457275871
S507,Ano Pavliana,Άνω Παυλιάνα,B9,39.521765072867,19.861392625797
S508,Pentati,Πεντάτι,B9,39.532432923301,19.847658847241
S507R,Ano Pavliana,Άνω Παυλιάνα,B9,39.521803349543,19.861380555857
S506R,Kato Pavliana,Κάτω Παυλιάνα,B9,39.524349320068,19.866456605319
S478,Agios Prokopios Junction,Διασταύρωση Αγίου Προκοπίου,"B10, B14, B15, B16, B19",39.585034861165,19.892841385597
S560,Agios Prokopios 1,Άγιος Προκόπης 1,"B10, B14, B15, B16, B19",39.57491924424,19.878182507174
S559,Agios Prokopios 2,Άγιος Προκόπης 2,"B10, B14, B15, B16, B19",39.572992148057,19.87559565375
S523,Agios Prokopios 3,Άγιος Προκόπης 3,"B10, B14, B15, B16, B19",39.571091940274,19.874720446035
S524,Kastellanoi 1,Καστελλάνοι 1,"B10, B14, B15, B16, B19",39.566374384674,19.867404703151
S525,Kastellanoi 2,Καστελλάνοι 2,"B10, B14, B15, B16, B19",39.567026755895,19.863861395226
S526,Kouramades Junction,Διασταύρωση Κουραμάδων,"B10, B14, B15, B16, B19",39.567345251763,19.859129672732
S527,Sinarades Junction,Κόμβος Σιναράδων,"B10, B14, B15, B16, B19",39.567552773933,19.854893098579
S529,Sinarades Junction,Διασταύρωση Σιναράδων,"B10, B14, B15, B16, B19",39.566195899721,19.850373502799
S561,Agios Gordios 1,Άγιος Γόρδιος 1,B10,39.552093564171,19.849793758099
S531,Agios Gordios,Άγιος Γόρδιος 2 (τέρμα),B10,39.547492735922,19.85431696
S528,Aerostato,Αερόστατο,"B10, B14",39.569197017514,19.844716991194
S562,Aerostato (Junction),Αερόστατο (διασταύρωση),"B10, B14, B15, B16, B19",39.574737950947,19.844102577643
S561R,Agios Gordios 1,Άγιος Γόρδιος 1,B10,39.552115279284,19.849843378965
S529R,Sinarades Junction,Διασταύρωση Σιναράδων,"B10, B14",39.566873948079,19.850383780361
S527R,Sinarades Junction,Κόμβος Σιναράδων,"B10, B14, B15, B16, B19",39.567482383614,19.854993880296
S526R,Kouramades Junction,Διασταύρωση Κουραμάδων,"B10, B14",39.567255078462,19.859205587941
S525R,Kastellanoi 2,Καστελλάνοι 2,"B10, B14",39.566959785508,19.863816240973
S524R,Kastellanoi 1,Καστελλάνοι 1,"B10, B14",39.566340267936,19.867416773091
S523R,Agios Prokopios 3,Άγιος Προκόπης 3,"B10, B14",39.571083153229,19.87475799696
S559R,Agios Prokopios 2,Άγιος Προκόπης 2,"B10, B14",39.572992664928,19.875644604063
S560R,Agios Prokopios 1,Άγιος Προκόπης 1,"B10, B14",39.574898053123,19.878207988159
S478R,Agios Prokopios Junction,Διασταύρωση Αγίου Προκοπίου,"B10, B14",39.584974914542,19.892857478851
S344R,Kallithea,Καλλιθέα,"B10, B14",39.609277454674,19.899267360325
S576,Lioumba (to Episkopiana),Λιούμπα (προς Επισκοπιανά),B12,39.47748220924,19.91205619995
S499R,Strongyli 6,Στρογγυλή 6,"B12, B13",39.497774755323,19.908790630073
S498R,Strongyli 5,Στρογγυλή 5,"B12, B13",39.499688840687,19.909251163692
S497R,Strongyli 4,Στρογγυλή 4,"B12, B13",39.506134831938,19.908994393069
S496R,Strongyli 3,Στρογγυλή 3,"B12, B13",39.508063338915,19.909792843273
S495R,Strongyli 2,Στρογγυλή 2,"B12, B13",39.509070200849,19.908931866074
S494R,Strongyli 1,Στρογγυλή 1,"B12, B13",39.510993530063,19.910059198454
S493R,Kornata 4,Κορνάτα 4,"B12, B13",39.517311493007,19.900794394929
S492R,Kornata 3,Κορνάτα 3,"B12, B13",39.518161511598,19.900488641166
S491R,Kornata 2,Κορνάτα 2,"B12, B13",39.522858078842,19.900790654489
S490R,Kornata 1,Κορνάτα 1,"B12, B13",39.524126047455,19.902360930387
S489R,Korni,Κορνί,"B12, B13",39.526212756516,19.900820051353
S483R,Agioi Deka 2,Άγιοι Δέκα 2,"B12, B13",39.553011363513,19.887565671359
S482R,Agioi Deka 1,Άγιοι Δέκα 1,"B12, B13",39.555012551602,19.887168797604
S477R,Italiko,Ιταλικό,"B12, B13",39.587545938673,19.892912646213
S318,Agiou Noufri Junction,Διασταύρωση Αγίου Νούφρη,"B14, B15, B16, B19",39.6079930899,19.811648376427
S563,Vatos Camping,Camping Βάτου,"B14, B15, B16, B19",39.610894931601,19.800516324078
S564,Teza,Τέζα 1 (προς Γλυφάδα),"B14, B15, B16, B19",39.610456492555,19.795441691566
S320,Teza 3,Τέζα 3,"B14, B15, B16, B19",39.60860561592,19.797232930323
S322,Vatos Junction,Διασταύρωση Βάτου,"B14, B15, B16, B19",39.604083042201,19.799484215706
S323,Myrtiotissa Junction,Διασταύρωση Μυρτιώτισσας,"B14, B15, B16, B19",39.603414644139,19.801724759625
S324,Loggou,Λόγγου,"B14, B15, B16, B19",39.597448982914,19.810942587677
S323R,Myrtiotissa Junction,Διασταύρωση Μυρτιώτισσας,"B14, B15, B16, B19",39.603415677427,19.801769016072
S322R,Vatos Junction,Διασταύρωση Βάτου,"B14, B15, B16, B19",39.604115407482,19.799553064718
S320R,Teza 3,Τέζα 3,"B14, B15, B16, B19",39.608616544898,19.797284437706
S321,Teza 2,Τέζα 2,"B14, B15, B16, B19",39.610760374383,19.794198323741
S327,Ermones Bridge,Έρμονες γεφύρι,"B14, B15, B16, B19",39.611916901627,19.783275315359
S321R,Teza 2,Τέζα 2,"B14, B15, B16, B19",39.610757611958,19.794299011527
S319R,Teza 1,Τέζα 1,"B14, B15, B16, B19",39.610589152431,19.795530637289
S563R,Vatos Camping,Camping Βάτου,"B14, B15, B16, B19",39.610873892312,19.800486139513
S318R,Agiou Noufri Junction,Διασταύρωση Αγίου Νούφρη,"B14, B15, B16, B19",39.607896407427,19.811730919892
S317R,Kokkini 2,Κοκκίνι 2,"B14, B15, B16, B19",39.610508843475,19.812920675388
S316R,Kokkini 1,Κοκκίνι 1,"B14, B15, B16, B19",39.613157999565,19.817254400797
S315R,Kefalovrysο 2,Κεφαλόβρυσο 2,"B14, B15, B16, B19",39.614850405525,19.819222031884
S319,Teza 1,Τέζα 1,"B14, B15, B16, B19",39.610675233212,19.795641000548
S343,Tria Gefyria,Τρία Γεφύρια,"B15, B16, B19",39.611287065556,19.90471464358
S297,Kato Koulines,Κάτω Κουλίνες,"B15, B16, B19",39.61463074896,19.903439924393
S298,Chavai (Folies Apartments),Χαβάη (Folies Apartments),"B15, B16, B19",39.616924844424,19.897580145218
S299,Mamaloi Alepou,Μάμαλοι Αλεπούς,"B15, B16, B19",39.616049973839,19.89575327522
S300,Gerogiannis,Γερογιάννης,"B15, B16, B19",39.613546108916,19.889308426104
S301,Alepou,Αλεπού,"B15, B16, B19",39.612822155367,19.886014742914
S302,Gefyraki,Γεφυράκι,"B15, B16, B19",39.611292287539,19.882331651987
S303,Λαυράνου,Λαυράνου,"B15, B16, B19",39.609936445729,19.878378882525
S305,Triklino,Τρίκλινο,"B15, B16, B19",39.607105700809,19.869759360268
S307,Doulou,Δούλου,"B15, B16, B19",39.606823233558,19.859120794095
S308,Peleka Junction,Διασταύρωση Πέλεκα,"B15, B16, B19",39.608931375301,19.854662235294
S310,Afra Junction,Διασταύρωση Άφρας,"B15, B16, B19",39.618044098014,19.839162157363
S311,Aqualand Corfu Water Park,Aqualand Corfu Water Park,"B15, B16, B19",39.618274745953,19.836580638177
S312,Vasilika,Bασιλικά,"B16, B19",39.620430777606,19.829936233996
S313,Moraiti Camps,Κατασκηνώσεις Μωραίτη,"B16, B19",39.61916093509,19.825340619586
S314,Kefalovrysο,Κεφαλόβρυσο 1 (κόμβος),"B16, B19",39.617415353624,19.820670149447
S315,Kefalovrysο 2,Κεφαλόβρυσο 2,"B16, B19",39.614873134099,19.819173081571
S316,Kokkini 1,Κοκκίνι 1,"B16, B19",39.613231220466,19.817233655758
S317,Kokkini 2,Κοκκίνι 2,"B16, B19",39.610534156429,19.812864349
S324R,Loggou,Λόγγου,"B16, B19",39.597379746632,19.810906377856
S325,Vatos 1,Βάτος 1,"B16, B19",39.607230509807,19.792487312968
S326,Vatos,Βάτος 2 (κέντρο),"B16, B19",39.608172777023,19.791059342256
S803,Agios Ioannis School,Σχολείο Αγιου Ιωαννη,"B16, B19",39.615093925874,19.837159012043
S328,Giannades 1,Γιαννάδες 1,"B16, B19",39.630091406667,19.771688747999
S329,Giannades 2,Γιαννάδες 2,"B16, B19",39.631968078045,19.76337275669
S330,Giannades,Γιαννάδες 3 (κέντρο),"B16, B19",39.632041812861,19.76196294783
S329R,Giannades 2,Γιαννάδες 2,"B16, B19",39.631952054438,19.763344132754
S328R,Giannades 1,Γιαννάδες 1,"B16, B19",39.630076859902,19.771654084733
S331,Marmaro,Μάρμαρο,"B16, B19",39.643771888657,19.763263056928
S332,Kanakades,Κανακάδες,"B16, B19",39.650615390995,19.762878290144
